"team","pirate"
"Georgia",2.66539175618327
"Alabama",2.3396007686121
"Ohio State",2.24334434046607
"Oklahoma State",1.56954934344386
"Oklahoma",1.49550593717769
"Texas A&M",1.45107989341798
"Iowa State",1.3770364871518
"Wisconsin",1.36963214652519
"Ole Miss",1.29558874025901
"Notre Dame",1.28078005900577
"Cincinnati",1.27337571837916
"Utah",1.25856703712592
"Michigan",1.2067366527396
"Auburn",1.11048022459357
"Penn State",1.11048022459357
"Baylor",1.08826720271372
"Oregon",1.05124549958063
"Clemson",0.999415115194304
"Arkansas",0.984606433941069
"Iowa",0.962393412061216
"Mississippi State",0.925371708928128
"NC State",0.903158687048275
"Wake Forest",0.873541324541804
"Arizona State",0.858732643288569
"LSU",0.851328302661952
"Kansas State",0.806902258902246
"Florida",0.769880555769158
"Michigan State",0.769880555769158
"North Carolina",0.769880555769158
"UCLA",0.747667533889304
"Pittsburgh",0.740263193262687
"Kentucky",0.740263193262687
"Tennessee",0.725454512009452
"BYU",0.718050171382834
"Nebraska",0.703241490129599
"West Virginia",0.688432808876363
"Oregon State",0.681028468249746
"Texas",0.658815446369894
"Purdue",0.651411105743275
"Miami",0.629198083863423
"USC",0.599580721356952
"Louisiana",0.592176380730334
"Minnesota",0.584772040103717
"Coastal Carolina",0.569963358850482
"Louisville",0.503324293210923
"Washington",0.495919952584305
"Boise State",0.488515611957687
"Appalachian State",0.488515611957687
"Houston",0.421876546318129
"TCU",0.421876546318129
"SMU",0.362641821305188
"Florida State",0.347833140051953
"Washington State",0.340428799425335
"Virginia",0.296002755665629
"Texas Tech",0.281194074412394
"Liberty",0.266385393159158
"Boston College",0.214555008772836
"Nevada",0.184937646266365
"Virginia Tech",0.170128965013129
"California",0.133107261880041
"Air Force",0.125702921253424
"San Diego State",0.110894240000188
"Army",0.103489899373571
"UT San Antonio",0.0812768774937175
"Fresno State",0.0812768774937175
"South Carolina",0.0590638556138648
"East Carolina",0.0442551743606293
"Maryland",0.0368508337340121
"UCF",-0.0149795506523115
"Missouri",-0.0223838912789287
"Georgia Tech",-0.0520012537853997
"Syracuse",-0.0668099350386351
"Stanford",-0.0668099350386351
"Miami (OH)",-0.11123597879834
"Toledo",-0.11123597879834
"Illinois",-0.126044660051576
"UAB",-0.155662022558046
"Indiana",-0.155662022558046
"Georgia State",-0.1778750444379
"Central Michigan",-0.185279385064517
"Colorado",-0.200088066317752
"Rutgers",-0.222301088197605
"Marshall",-0.23710976945084
"Utah State",-0.244514110077458
"Tulsa",-0.296344494463781
"Western Kentucky",-0.296344494463781
"Northwestern",-0.325961856970252
"Ball State",-0.355579219476722
"Memphis",-0.39260092260981
"Arizona",-0.451835647622751
"Eastern Michigan",-0.474048669502605
"Tulane",-0.503666032009075
"Troy",-0.540687735142163
"Colorado State",-0.540687735142163
"Wyoming",-0.570305097648634
"Western Michigan",-0.607326800781722
"South Alabama",-0.666561525794663
"San Jose State",-0.688774547674516
"Middle Tennessee",-0.703583228927751
"Northern Illinois",-0.710987569554368
"Florida Atlantic",-0.718391910180986
"Navy",-0.725796250807604
"Kent State",-0.740604932060839
"Buffalo",-0.762817953940692
"Ohio",-0.777626635193927
"South Florida",-0.792435316447163
"Hawai'i",-0.814648338327015
"Georgia Southern",-0.992352513365839
"UNLV",-0.992352513365839
"UTEP",-1.16265234777804
"Duke",-1.17746102903128
"Louisiana Tech",-1.22188707279099
"North Texas",-1.25150443529746
"Arkansas State",-1.28112179780393
"Kansas",-1.29593047905716
"Old Dominion",-1.34035652281687
"Texas State",-1.36997388532334
"Vanderbilt",-1.40699558845643
"New Mexico",-1.4366129509629
"Rice",-1.46623031346937
"Louisiana Monroe",-1.53286937910893
"Charlotte",-1.57729542286863
"Akron",-1.71797789477437
"Temple",-1.8142343229204
"Bowling Green",-1.8586603666801
"Southern Mississippi",-1.91049075106642
"New Mexico State",-2.14742965111819
"Florida International",-2.19185569487789
"Connecticut",-2.3621555292901
"UMass",-2.63611613247495
