"team","pirate"
"Alabama",2.54668355881869
"Georgia",2.00928468042866
"Oklahoma",1.97813112226112
"Iowa State",1.72111426737893
"Ohio State",1.70553748829516
"Clemson",1.6821723196695
"USC",1.54198130791558
"Cincinnati",1.49525097066427
"Texas A&M",1.42515546478731
"Auburn",1.38621351707789
"Florida",1.3316947902847
"Texas",1.32390640074281
"Iowa",1.29275284257527
"North Carolina",1.26938767394962
"TCU",1.24602250532397
"Miami",1.16035022036324
"Penn State",1.16035022036324
"Wisconsin",1.13698505173758
"Ole Miss",1.07467793540251
"UCLA",1.01237081906743
"Arizona State",0.942275313190468
"Indiana",0.942275313190468
"Utah",0.9266985341067
"LSU",0.903333365481045
"West Virginia",0.887756586397277
"Oklahoma State",0.879968196855391
"Oregon",0.864391417771622
"Notre Dame",0.770930743269008
"Arkansas",0.716412016475815
"NC State",0.70862362693393
"Coastal Carolina",0.693046847850162
"BYU",0.693046847850162
"Maryland",0.654104900140739
"Louisiana",0.630739731515084
"Washington",0.630739731515084
"Kentucky",0.607374562889431
"Wake Forest",0.568432615180008
"Mississippi State",0.568432615180008
"Virginia Tech",0.560644225638124
"Michigan",0.53727905701247
"Minnesota",0.513913888386815
"Liberty",0.506125498844931
"Missouri",0.506125498844931
"Boston College",0.498337109303047
"Michigan State",0.467183551135508
"Oregon State",0.467183551135508
"Kansas State",0.451606772051739
"Colorado",0.443818382509855
"Purdue",0.358146097549124
"Baylor",0.319204149839701
"Texas Tech",0.311415760297816
"Army",0.295838981214047
"Florida State",0.295838981214047
"Tennessee",0.288050591672163
"Virginia",0.288050591672163
"Boise State",0.272473812588393
"UCF",0.272473812588393
"Nebraska",0.272473812588393
"Northwestern",0.217955085795201
"Tulane",0.171224748543894
"South Carolina",0.155647969460125
"Pittsburgh",0.155647969460125
"Appalachian State",0.14785957991824
"Louisville",0.124494411292586
"Stanford",0.116706021750702
"San Jose State",0.0310337367899715
"Nevada",0.00766856816431689
"Central Michigan",-0.0234849900032208
"Rutgers",-0.0312733795451061
"Washington State",-0.0312733795451061
"Buffalo",-0.0390617690869902
"San Diego State",-0.0857921063382973
"Houston",-0.109157274963952
"Fresno State",-0.148099222673375
"California",-0.202617949466566
"Miami (OH)",-0.202617949466566
"Wyoming",-0.210406339008451
"Tulsa",-0.225983118092221
"Toledo",-0.233771507634105
"Marshall",-0.257136676259759
"UAB",-0.257136676259759
"Georgia Tech",-0.264925065801644
"SMU",-0.272713455343528
"Ball State",-0.280501844885412
"Illinois",-0.296078623969182
"UT San Antonio",-0.319443792594835
"Air Force",-0.335020571678604
"Syracuse",-0.335020571678604
"Troy",-0.358385740304258
"Arizona",-0.397327688013681
"East Carolina",-0.436269635723104
"Memphis",-0.506365141600066
"Hawai'i",-0.51415353114195
"Georgia State",-0.529730310225719
"South Alabama",-0.560883868393258
"Kent State",-0.662132932437758
"Eastern Michigan",-0.685498101063411
"Ohio",-0.71665165923095
"Arkansas State",-0.747805217398488
"Georgia Southern",-0.763381996482257
"Northern Illinois",-0.856842670984872
"Western Michigan",-0.856842670984872
"Louisiana Tech",-0.856842670984872
"Utah State",-0.856842670984872
"Florida Atlantic",-0.872419450068642
"Duke",-0.911361397778065
"Texas State",-0.919149787319949
"Rice",-0.958091735029372
"South Florida",-0.958091735029372
"Vanderbilt",-1.0437640199901
"Navy",-1.06712918861576
"Colorado State",-1.07491757815764
"Middle Tennessee",-1.11385952586706
"New Mexico",-1.12943630495083
"Kansas",-1.19174342128591
"UNLV",-1.19953181082779
"Western Kentucky",-1.23068536899533
"North Texas",-1.32414604349795
"Southern Mississippi",-1.33972282258172
"Charlotte",-1.50327900296129
"Florida International",-1.53443256112883
"Akron",-1.67462357288275
"UTEP",-1.72914229967595
"Temple",-1.76808424738537
"Louisiana Monroe",-1.90048686959741
"Connecticut",-2.12635016631206
"Old Dominion",-2.19644567218902
"UMass",-2.21202245127279
"Bowling Green",-2.25096439898222
"New Mexico State",-2.44567413752933
