"team","pirate"
"Georgia",2.64247063099918
"Alabama",2.28418509935268
"Ohio State",2.20207799835036
"Oklahoma",1.67211398278993
"Texas A&M",1.5526854722411
"Iowa State",1.53775690842249
"Utah",1.33622129687134
"Cincinnati",1.31382845114343
"Wisconsin",1.29889988732483
"Oklahoma State",1.28397132350623
"Auburn",1.26904275968762
"Penn State",1.1869356586853
"Ole Miss",1.179471376776
"Notre Dame",1.11975712150158
"Michigan",1.10482855768298
"Oregon",1.02272145668066
"Texas",1.00032861095275
"Clemson",1.00032861095275
"Iowa",0.992864329043452
"Arkansas",0.985400047134151
"Baylor",0.925685791859735
"NC State",0.918221509950433
"Wake Forest",0.873435818494622
"Florida",0.865971536585319
"LSU",0.865971536585319
"Arizona State",0.843578690857414
"West Virginia",0.798792999401603
"Kentucky",0.7913287174923
"Mississippi State",0.768935871764394
"North Carolina",0.768935871764394
"Pittsburgh",0.75400730794579
"Tennessee",0.739078744127187
"Michigan State",0.724150180308583
"Coastal Carolina",0.716685898399281
"BYU",0.701757334580678
"Miami",0.701757334580678
"Nebraska",0.686828770762074
"TCU",0.686828770762074
"Purdue",0.679364488852771
"Kansas State",0.67190020694347
"UCLA",0.656971643124866
"Oregon State",0.627114515487659
"USC",0.604721669759752
"Louisiana",0.59725738785045
"Minnesota",0.567400260213242
"Washington",0.522614568757431
"Boise State",0.51515028684813
"Appalachian State",0.447971749664412
"Virginia",0.440507467755111
"Washington State",0.365864648662091
"Houston",0.350936084843487
"Louisville",0.306150393387675
"Florida State",0.306150393387675
"Liberty",0.24643613811326
"SMU",0.201650446657449
"Nevada",0.194186164748146
"UT San Antonio",0.179257600929543
"UCF",0.149400473292335
"Indiana",0.141936191383034
"Texas Tech",0.134471909473731
"Syracuse",0.134471909473731
"California",0.134471909473731
"Boston College",0.104614781836524
"San Diego State",0.104614781836524
"Air Force",0.0971504999272215
"Maryland",0.08968621801792
"Virginia Tech",0.0822219361086175
"South Carolina",0.0672933722900145
"Fresno State",0.0598290903807119
"Georgia Tech",0.0598290903807119
"East Carolina",0.0523648084714104
"Stanford",0.0299719627435049
"Army",0.0299719627435049
"Missouri",-0.0372065744402128
"Colorado",-0.111849393533232
"Illinois",-0.149170803079742
"Marshall",-0.149170803079742
"Toledo",-0.216349340263459
"Miami (OH)",-0.253670749809969
"UAB",-0.268599313628572
"Northwestern",-0.283527877447176
"Central Michigan",-0.305920723175082
"Ball State",-0.328313568902988
"Eastern Michigan",-0.343242132721591
"Georgia State",-0.350706414630894
"Tulsa",-0.350706414630894
"Memphis",-0.402956387996007
"San Jose State",-0.410420669905309
"Western Kentucky",-0.410420669905309
"Rutgers",-0.432813515633214
"Tulane",-0.45520636136112
"Western Michigan",-0.507456334726234
"Colorado State",-0.522384898544838
"Utah State",-0.529849180454139
"Troy",-0.537313462363442
"Arizona",-0.544777744272743
"Florida Atlantic",-0.559706308091347
"Buffalo",-0.589563435728555
"Wyoming",-0.597027717637857
"Kent State",-0.626884845275065
"South Alabama",-0.634349127184367
"Hawai'i",-0.68659910054948
"Navy",-0.746313355823895
"Northern Illinois",-0.753777637733197
"South Florida",-0.828420456826216
"Middle Tennessee",-0.873206148282028
"Ohio",-0.917991839737839
"Georgia Southern",-1.02249178646807
"Duke",-1.06727747792388
"UNLV",-1.11206316937969
"UTEP",-1.1568488608355
"Louisiana Tech",-1.24642024374712
"North Texas",-1.26881308947503
"Arkansas State",-1.31359878093084
"Texas State",-1.35092019047735
"Rice",-1.39570588193316
"New Mexico",-1.42556300957037
"Vanderbilt",-1.46288441911688
"Louisiana Monroe",-1.5225986743913
"Kansas",-1.5300629563006
"Old Dominion",-1.56738436584711
"Charlotte",-1.57484864775641
"Bowling Green",-1.76891997739826
"Temple",-1.80624138694477
"Akron",-1.81370566885407
"Southern Mississippi",-1.98538415276801
"Florida International",-2.00777699849592
"New Mexico State",-2.08988409949824
"Connecticut",-2.3362054025052
"UMass",-2.53027673214705
