"team","pirate"
"Georgia",2.6297566469436
"Alabama",2.37747783893384
"Oklahoma",1.7888272869111
"Ohio State",1.7429584127275
"Cincinnati",1.64357585199639
"Iowa State",1.56712772835707
"Iowa",1.50596922944562
"Texas",1.46010035526203
"Florida",1.39894185635057
"Penn State",1.35307298216698
"Ole Miss",1.31484892034732
"Clemson",1.31484892034732
"Auburn",1.22311117198014
"USC",1.16195267306869
"Arizona State",1.13901823597689
"North Carolina",1.07785973706543
"Texas A&M",1.0702149247015
"Michigan",1.06257011233757
"Arkansas",1.06257011233757
"Notre Dame",1.02434605051791
"Oregon",0.955542739242526
"LSU",0.93260830215073
"Coastal Carolina",0.902029052695003
"West Virginia",0.902029052695003
"Oregon State",0.902029052695003
"TCU",0.879094615603207
"Oklahoma State",0.817936116691753
"Nebraska",0.81029130432782
"Wake Forest",0.779712054872094
"Utah",0.772067242508161
"BYU",0.756777617780299
"Miami",0.726198368324571
"UCLA",0.726198368324571
"Kentucky",0.703263931232776
"Baylor",0.657395057049184
"Washington",0.657395057049184
"Wisconsin",0.649750244685253
"Michigan State",0.642105432321321
"Mississippi State",0.642105432321321
"NC State",0.611526182865593
"Indiana",0.573302121045934
"Tennessee",0.550367683954139
"Liberty",0.542722871590206
"Kansas State",0.535078059226275
"Virginia Tech",0.504498809770547
"Maryland",0.489209185042685
"Louisiana",0.466274747950888
"Minnesota",0.450985123223025
"Pittsburgh",0.420405873767298
"Boston College",0.420405873767298
"Stanford",0.38982662431157
"Purdue",0.382181811947639
"Appalachian State",0.382181811947639
"Virginia",0.351602562491911
"Texas Tech",0.252220001760797
"Boise State",0.244575189396866
"Louisville",0.236930377032933
"Houston",0.229285564669002
"SMU",0.198706315213274
"Missouri",0.191061502849343
"San Diego State",0.152837441029684
"Nevada",0.0916789421182294
"South Carolina",0.084034129754297
"Fresno State",0.0228756308428426
"UCF",0.0228756308428426
"Army",0.0152308184789112
"Air Force",0.00758600611497871
"Georgia Tech",-0.0153484309768166
"Washington State",-0.0153484309768166
"Colorado",-0.0459276804325432
"Rutgers",-0.0994413669800662
"Miami (OH)",-0.11473099170793
"Florida State",-0.122375804071861
"California",-0.145310241163658
"Wyoming",-0.145310241163658
"East Carolina",-0.175889490619384
"Toledo",-0.221758364802976
"UT San Antonio",-0.237047989530839
"Northwestern",-0.244692801894771
"Central Michigan",-0.28291686371443
"Western Michigan",-0.290561676078362
"Syracuse",-0.298206488442294
"Tulane",-0.305851300806226
"San Jose State",-0.305851300806226
"UAB",-0.313496113170157
"Illinois",-0.344075362625885
"Buffalo",-0.351720174989816
"Tulsa",-0.36700979971768
"Marshall",-0.412878673901272
"Florida Atlantic",-0.481681985176658
"Hawai'i",-0.48932679754059
"Memphis",-0.496971609904521
"Kent State",-0.504616422268453
"Ball State",-0.512261234632385
"Eastern Michigan",-0.53519567172418
"South Alabama",-0.61928860772743
"Troy",-0.626933420091363
"Arizona",-0.642223044819226
"Georgia State",-0.657512669547089
"Colorado State",-0.695736731366748
"Duke",-0.718671168458545
"Utah State",-0.749250417914271
"Louisiana Tech",-0.802764104461794
"Georgia Southern",-0.863922603373249
"South Florida",-0.871567415737181
"Western Kentucky",-0.925081102284703
"Northern Illinois",-0.963305164104362
"Navy",-0.99388441356009
"Middle Tennessee",-1.00917403828795
"Ohio",-1.07797734956334
"UNLV",-1.1391358484748
"Arkansas State",-1.23087359684198
"Southern Mississippi",-1.29967690811736
"Texas State",-1.32261134520916
"Rice",-1.36848021939275
"Charlotte",-1.38376984412061
"Temple",-1.39141465648455
"Vanderbilt",-1.42199390594027
"New Mexico",-1.46021796775993
"North Texas",-1.51373165430745
"Kansas",-1.53666609139925
"Florida International",-1.61311421503857
"UTEP",-1.65133827685823
"Bowling Green",-1.73543121286148
"Louisiana Monroe",-1.78130008704507
"Old Dominion",-1.91890670959584
"Akron",-1.9800652085073
"Connecticut",-2.15589589287773
"New Mexico State",-2.23234401651705
"UMass",-2.32408176488423
