"team","statfox"
"Alabama",3.21585207685903
"Ohio State",2.39627116972868
"Clemson",2.17274910414767
"Georgia",1.94922703856667
"Oklahoma",1.874719683373
"Iowa",1.80021232817933
"Texas A&M",1.57669026259832
"Texas",1.50218290740466
"Florida",1.42767555221099
"Notre Dame",1.35316819701732
"LSU",1.27866084182365
"Cincinnati",1.20415348662998
"Penn State",1.20415348662998
"North Carolina",1.12964613143631
"Wisconsin",1.12964613143631
"BYU",1.12964613143631
"Iowa State",1.12964613143631
"Indiana",0.980631421048976
"TCU",0.980631421048976
"Ole Miss",0.906124065855307
"USC",0.906124065855307
"Auburn",0.906124065855307
"Michigan",0.831616710661638
"Oregon",0.831616710661638
"Utah",0.75710935546797
"UCF",0.682602000274301
"Oklahoma State",0.682602000274301
"Northwestern",0.608094645080633
"UCLA",0.608094645080633
"Minnesota",0.608094645080633
"Kentucky",0.608094645080633
"Buffalo",0.608094645080633
"Arizona State",0.533587289886964
"Miami",0.533587289886964
"Tulane",0.533587289886964
"Washington",0.533587289886964
"Wake Forest",0.459079934693295
"Virginia Tech",0.459079934693295
"Pittsburgh",0.459079934693295
"Louisiana",0.459079934693295
"Louisville",0.459079934693295
"Boston College",0.459079934693295
"Boise State",0.384572579499627
"Appalachian State",0.384572579499627
"West Virginia",0.384572579499627
"Virginia",0.310065224305958
"Air Force",0.310065224305958
"Baylor",0.310065224305958
"Coastal Carolina",0.310065224305958
"Liberty",0.310065224305958
"Missouri",0.310065224305958
"Memphis",0.23555786911229
"NC State",0.23555786911229
"Nebraska",0.23555786911229
"Marshall",0.23555786911229
"Army",0.23555786911229
"Tennessee",0.23555786911229
"SMU",0.23555786911229
"South Carolina",0.161050513918621
"Tulsa",0.161050513918621
"Michigan State",0.161050513918621
"Kansas State",0.161050513918621
"Mississippi State",0.0865431587249525
"Arkansas",0.0865431587249525
"Washington State",0.0865431587249525
"Rutgers",0.0865431587249525
"Stanford",0.0865431587249525
"Purdue",0.012035803531284
"Oregon State",0.012035803531284
"Texas Tech",0.012035803531284
"California",0.012035803531284
"Ball State",-0.0624715516623846
"Nevada",-0.0624715516623846
"Colorado",-0.136978906856053
"Fresno State",-0.136978906856053
"UAB",-0.136978906856053
"Syracuse",-0.136978906856053
"San Diego State",-0.136978906856053
"San Jose State",-0.211486262049722
"Troy",-0.211486262049722
"Georgia Southern",-0.211486262049722
"Maryland",-0.211486262049722
"Houston",-0.211486262049722
"Florida State",-0.28599361724339
"East Carolina",-0.28599361724339
"Wyoming",-0.28599361724339
"Ohio",-0.28599361724339
"Toledo",-0.360500972437059
"Florida Atlantic",-0.360500972437059
"Illinois",-0.360500972437059
"UT San Antonio",-0.435008327630728
"Western Kentucky",-0.509515682824396
"Western Michigan",-0.584023038018065
"Georgia Tech",-0.584023038018065
"Kent State",-0.584023038018065
"Arizona",-0.584023038018065
"Central Michigan",-0.658530393211733
"Eastern Michigan",-0.658530393211733
"Hawai'i",-0.658530393211733
"Miami (OH)",-0.658530393211733
"Navy",-0.658530393211733
"Rice",-0.733037748405402
"Duke",-0.733037748405402
"Charlotte",-0.80754510359907
"Georgia State",-0.80754510359907
"Louisiana Tech",-0.80754510359907
"Middle Tennessee",-0.882052458792739
"Arkansas State",-0.882052458792739
"Utah State",-0.882052458792739
"Colorado State",-0.956559813986408
"New Mexico",-1.03106716918008
"Northern Illinois",-1.03106716918008
"Florida International",-1.10557452437374
"North Texas",-1.18008187956741
"Southern Mississippi",-1.18008187956741
"South Alabama",-1.18008187956741
"Vanderbilt",-1.18008187956741
"South Florida",-1.25458923476108
"Temple",-1.25458923476108
"UTEP",-1.32909658995475
"Kansas",-1.32909658995475
"Texas State",-1.40360394514842
"UNLV",-1.47811130034209
"Old Dominion",-1.70163336592309
"New Mexico State",-1.9251554315041
"Louisiana Monroe",-2.14867749708511
"Connecticut",-2.29769220747244
"Akron",-2.29769220747244
"Bowling Green",-2.59572162824712
"UMass",-2.59572162824712
