"team","donchess"
"Alabama",2.93132549463846
"Ohio State",2.06041766625557
"Oklahoma",1.95200395598624
"Georgia",1.82943232251435
"Texas A&M",1.7681856160635
"Iowa State",1.71444808434992
"Cincinnati",1.63450666162607
"Texas",1.49261454731975
"Clemson",1.42816079749152
"Florida",1.23949278221763
"Oklahoma State",1.1866938973462
"Penn State",1.12826313142183
"USC",1.11965886870204
"Notre Dame",1.11457453164034
"Iowa",1.10925553286811
"Utah",1.10237212269228
"Indiana",1.03494599119722
"TCU",0.977923195536077
"Miami",0.949294466850238
"LSU",0.934510779086239
"North Carolina",0.902440345312484
"Ole Miss",0.835170654957779
"Auburn",0.833293361273462
"Wisconsin",0.776427006752682
"Arizona State",0.741540632452451
"UCF",0.713224786047331
"Oregon",0.702586788502867
"Louisiana",0.647363065955865
"Michigan",0.644156022578489
"Appalachian State",0.641183640911653
"UAB",0.623740453761538
"Boise State",0.609973633409877
"Washington",0.603715987795486
"Arkansas",0.576495229372885
"Marshall",0.571254451170832
"Missouri",0.542078178493733
"Texas Tech",0.541139531651575
"Maryland",0.520802183404803
"NC State",0.497257791780657
"Memphis",0.473165856165251
"UCLA",0.433116924233147
"Michigan State",0.430066321996132
"Buffalo",0.407225915503604
"Ball State",0.384463729581256
"West Virginia",0.364048160764305
"BYU",0.357008309448115
"Mississippi State",0.350672443263544
"Coastal Carolina",0.336983843482063
"Minnesota",0.335888755499545
"Tulsa",0.331351962429111
"Northwestern",0.327832036771016
"Army",0.318758450630149
"Kansas State",0.318367347779249
"Nevada",0.312813687296477
"Troy",0.273781622776712
"Baylor",0.244605350099614
"San Jose State",0.237017954792164
"SMU",0.228335471502196
"Rutgers",0.221139179045647
"Kentucky",0.18343686421894
"Virginia",0.160674678296592
"Colorado",0.151679312725905
"Toledo",0.137756051233884
"Nebraska",0.125631862856002
"Purdue",0.0711903460107985
"Pittsburgh",0.06305540671209
"UT San Antonio",0.060239466185614
"Virginia Tech",0.0536689382905032
"Wyoming",0.0447517932899958
"Tulane",0.0393545739475835
"Liberty",0.0144804326303786
"Boston College",0.0096307572792255
"Air Force",-0.0290884249598198
"Georgia State",-0.0533368017155856
"Tennessee",-0.0915084399633716
"Florida Atlantic",-0.124517520579285
"Illinois",-0.131479151325295
"Wake Forest",-0.145558853957675
"Middle Tennessee",-0.162219835405992
"San Diego State",-0.171997406678478
"California",-0.197106209706222
"Florida State",-0.221823909883068
"Stanford",-0.294490819580185
"Georgia Southern",-0.298792950940079
"Miami (OH)",-0.307162551949327
"Syracuse",-0.309978492475803
"Houston",-0.324996841950342
"Western Kentucky",-0.360665421952371
"Fresno State",-0.403217412130231
"South Carolina",-0.413698968534336
"East Carolina",-0.443031682351795
"Hawai'i",-0.481594423450481
"Louisville",-0.523911751917801
"Washington State",-0.544561982445292
"Georgia Tech",-0.553948450866878
"Kent State",-0.559189229068931
"Rice",-0.579995900736782
"Louisiana Tech",-0.584454473237035
"Oregon State",-0.601428336966071
"Eastern Michigan",-0.603696733501288
"Colorado State",-0.623017214335721
"Arkansas State",-0.65860757376757
"Central Michigan",-0.66580386622412
"Navy",-0.685359008769093
"Southern Mississippi",-0.693415727497621
"Western Michigan",-0.718289868814826
"North Texas",-0.735420173684222
"Florida International",-0.737062805658
"Kansas",-0.785012015178272
"UTEP",-0.809416833074397
"South Alabama",-0.85009152956794
"New Mexico",-0.867300055007516
"Texas State",-0.935586612774559
"Northern Illinois",-0.961790503784822
"Duke",-0.992452967295339
"Utah State",-1.03398809006086
"Ohio",-1.14826834309368
"Charlotte",-1.15648150296257
"Arizona",-1.17087408787567
"South Florida",-1.37440401148374
"Vanderbilt",-1.46678250486619
"UMass",-1.67711761807991
"UNLV",-1.69448258465985
"Temple",-1.75119249804027
"Akron",-1.95503530392906
"Louisiana Monroe",-2.20072611486409
"Old Dominion",-2.34707680167067
"Bowling Green",-2.49577410558264
"Connecticut",-2.80075610871402
"New Mexico State",-3.5250785885798
