"team","pp","pace"
"Georgia",1.34436270436227,2.62078529657477
"Cincinnati",0.839774676878601,2.43207941483804
"Ohio State",1.07911999738335,2.37786075533662
"Michigan",0.870186536460645,2.47437978687979
"Alabama",1.11947036056669,2.50153846153846
"Oklahoma",0.842476306979591,2.64926400759734
"Oklahoma State",0.749210219552576,2.35034722222222
"Notre Dame",0.767956474185724,2.40827721661055
"Wisconsin",0.767865631425451,2.6154012345679
"UT San Antonio",0.426941389950031,2.2968027972028
"Texas A&M",0.709255695574068,2.41072771672772
"Iowa",0.61386393118035,2.25442110551486
"Michigan State",0.619026812098229,2.50767579173376
"Wake Forest",0.574860865217728,2.41670621191236
"Penn State",0.644696295656066,2.43644555927165
"Baylor",0.563330342065885,2.62405839160839
"Ole Miss",0.635061620756119,2.56403662762358
"NC State",0.511536768981079,2.3901031684365
"Auburn",0.595773506344464,2.52173913043478
"Purdue",0.496799133070611,2.53195169082126
"Oregon",0.571077781804638,2.798541434411
"Iowa State",0.687081103798101,2.84969135802469
"Pittsburgh",0.534372288735265,2.2892253659495
"Coastal Carolina",0.355484951666795,2.374
"BYU",0.450051753031245,2.85559947299078
"Clemson",0.521212162168001,2.28930897646415
"Houston",0.335238714266853,2.27800332383666
"Boise State",0.428574502435137,2.15596382783883
"San Diego State",0.219844624187217,2.46880808080808
"Arkansas",0.444868511509864,2.64215277777778
"Appalachian State",0.355714402813985,2.41613247863248
"Utah",0.563019837752422,2.66618078102453
"Minnesota",0.366498250488263,3.00661375661376
"Louisiana",0.26107946937933,2.74247822763491
"Kansas State",0.3920205242486,2.74542307692308
"Texas",0.46883558276918,2.1077969348659
"Air Force",0.187296908796735,2.4948142968143
"Virginia",0.33109306458841,2.20984674914273
"Miami",0.340025305967601,2.4
"Kentucky",0.369975137593257,2.65342145776928
"Liberty",0.182631289613554,2.28296296296296
"Nevada",0.196420227282647,2.37365665918444
"Fresno State",0.171229198926921,2.01648458243696
"Tennessee",0.354695210735719,2.44355874011046
"SMU",0.221770616796556,2.48588408119658
"Arizona State",0.338858898251776,2.65108625941959
"Army",0.177617599772213,2.48541666666667
"Mississippi State",0.348515110258523,2.49090441582728
"North Carolina",0.343329527410665,2.37002887295898
"UCF",0.185879916674805,2.36949832375479
"Marshall",0.0982473336925807,2.0727702823693
"West Virginia",0.232966353353775,2.73492063492063
"Florida",0.376604725418419,2.43473835998667
"Nebraska",0.322548435651058,2.5272095959596
"Utah State",-0.00595099938962845,2.51399624261943
"LSU",0.308956440084997,2.49089947089947
"UCLA",0.240250213985255,2.50797101449275
"Maryland",0.033041480963342,2.52916362114875
"Syracuse",0.104542538771003,2.33716931216931
"Louisville",0.179924166243811,2.26104880760678
"South Carolina",0.032214153247359,2.53426068376068
"Boston College",-0.0168722993877335,2.58297391908503
"East Carolina",-0.00374115235473341,2.26963548528766
"Oregon State",0.125638027321435,2.47807562807563
"UAB",-0.0464955770218196,2.45442627376202
"Eastern Michigan",-0.125427318930754,2.49538523825209
"Western Kentucky",0.046756038158242,2.4864576564869
"TCU",0.159153241645821,2.65967046238785
"Washington State",0.114737895622603,2.68480280868264
"Illinois",0.041606078336431,3.18528816384854
"Texas Tech",0.029620185320132,3.10703947368421
"Northern Illinois",-0.230538727228292,2.40129499124064
"Rutgers",-0.051901201910514,2.28888888888889
"Western Michigan",-0.134927690529121,2.39886276367311
"Virginia Tech",0.033153070654824,2.63153274160368
"USC",0.083040994213614,2.44586538461538
"Florida Atlantic",-0.168631236785866,2.36506503527337
"Toledo",-0.0767512069477466,2.03252514367816
"Florida State",0.0314005222028866,2.25733333333333
"Memphis",-0.0899896298268031,2.35930836181752
"Kent State",-0.30387181506307,2.48692865105909
"Ball State",-0.196023133198287,2.54249523733685
"Washington",0.056482308033666,2.64693441511495
"Miami (OH)",-0.222820272863863,2.78021284271284
"Missouri",-0.166372836868766,2.71779328431709
"Georgia Tech",-0.07035537535511,2.24680555555556
"UTEP",-0.416017664409162,2.16748261671633
"Troy",-0.299312701990563,2.51144091710758
"Indiana",-0.043188232836777,2.4245867313897
"Central Michigan",-0.266226231002964,2.31411825629568
"Wyoming",-0.252604866654904,2.38333333333333
"Georgia State",-0.265945885647093,2.45390641458719
"Stanford",-0.117127421083315,2.36375895739077
"Buffalo",-0.409188403906755,2.61611597905019
"California",-0.115159533683703,2.39904025764895
"San Jose State",-0.3399097425025,2.04746127946128
"Middle Tennessee",-0.385603469340701,2.06413368974133
"South Alabama",-0.444543866261164,2.60136511143178
"Colorado State",-0.241228223072611,2.27043715410813
"Tulsa",-0.209491004304503,2.4
"Northwestern",-0.221140556655262,2.27822329575953
"Hawai'i",-0.427767462786488,2.20895061728395
