"team","pp","pace"
"Georgia",1.35840769243852,2.62078529657477
"Michigan",0.896191636678516,2.47437978687979
"Ohio State",1.11148145169231,2.37786075533662
"Cincinnati",0.828106965672024,2.43207941483804
"Alabama",1.11981107798635,2.50153846153846
"Notre Dame",0.831061779881099,2.45316378066378
"Oklahoma State",0.831460252150638,2.35034722222222
"Wisconsin",0.780217418934737,2.56965432098765
"Michigan State",0.629070747533694,2.48421631776704
"UT San Antonio",0.384745177306684,2.2968027972028
"Oklahoma",0.738555908626967,2.70123371998372
"Iowa",0.592602443080074,2.25442110551486
"Wake Forest",0.609707625983555,2.31636042653712
"Baylor",0.629376984537634,2.62405839160839
"Ole Miss",0.691522935482054,2.49331218328327
"Texas A&M",0.65492188322474,2.41072771672772
"Oregon",0.595702395881884,2.798541434411
"Pittsburgh",0.546308770594879,2.28357060404474
"Houston",0.37355175516217,2.27800332383666
"Penn State",0.608229729393164,2.47950808249721
"NC State",0.518511387619223,2.3901031684365
"Clemson",0.530952205388834,2.20809418072349
"BYU",0.461639438746693,2.85559947299078
"Arkansas",0.467622936028493,2.64215277777778
"San Diego State",0.240640645446025,2.49762055335968
"Purdue",0.458967763664228,2.61324948240166
"Boise State",0.424762897599585,2.15596382783883
"Appalachian State",0.368039418413924,2.34305173992674
"Auburn",0.524482018241393,2.53623188405797
"Iowa State",0.617529587798594,2.84969135802469
"Louisiana",0.284201851349507,2.74247822763491
"Kansas State",0.438000202191366,2.74542307692308
"Utah",0.547449151735542,2.73027795815296
"SMU",0.323174052132433,2.40652335691129
"Air Force",0.218056976144126,2.4948142968143
"Mississippi State",0.424453522052597,2.49090441582728
"Army",0.21111657112747,2.48541666666667
"Minnesota",0.339138094705156,2.90025017253278
"Coastal Carolina",0.254770488167141,2.37566666666667
"Liberty",0.192424106873054,2.28296296296296
"Fresno State",0.185686767647997,2.01648458243696
"Kentucky",0.363168894329616,2.65342145776928
"Arizona State",0.356918208662834,2.65108625941959
"Virginia",0.274632443359825,2.20984674914273
"Louisville",0.297952302008919,2.26104880760678
"Tennessee",0.352391615204386,2.43484699208837
"Nevada",0.166822470663561,2.37365665918444
"Utah State",0.078840136016404,2.51399624261943
"Miami",0.281692473431566,2.35384615384615
"North Carolina",0.331809677495114,2.37002887295898
"Texas",0.335445883318726,2.1077969348659
"UCLA",0.273402636792899,2.50797101449275
"UAB",0.0380544902136139,2.47646475639229
"Nebraska",0.304777822522712,2.5272095959596
"Marshall",0.0526000091602653,2.0727702823693
"Boston College",0.0605409003781877,2.67327210598044
"UCF",0.113765231609773,2.36949832375479
"Florida",0.328339831889729,2.43473835998667
"West Virginia",0.175642081610006,2.72808802308802
"LSU",0.296138115952643,2.64101943076081
"Rutgers",0.0491416026027392,2.28888888888889
"East Carolina",0.0253217024809403,2.26963548528766
"Western Kentucky",0.0735651822033331,2.4864576564869
"Oregon State",0.161488381821466,2.47807562807563
"Texas Tech",0.101808441033346,3.00737070938215
"Syracuse",0.0427112141875081,2.40668934240363
"Maryland",-0.0112626579983347,2.52916362114875
"Virginia Tech",0.092080533767024,2.58124051844418
"Northern Illinois",-0.219778913161135,2.40129499124064
"Florida State",0.101821545628272,2.25733333333333
"South Carolina",-0.00244754966881685,2.51246260683761
"Washington State",0.100319352407234,2.64411669315655
"Toledo",-0.053919657866169,2.03252514367816
"Illinois",0.0246968104534947,3.18528816384854
"TCU",0.0825616225210001,2.65967046238785
"Western Michigan",-0.160782725186822,2.39886276367311
"Miami (OH)",-0.177222512601602,2.78021284271284
"USC",0.069959679109659,2.44586538461538
"Central Michigan",-0.195127760433524,2.31411825629568
"Missouri",-0.101880703190995,2.71779328431709
"Eastern Michigan",-0.218384457307258,2.49538523825209
"Memphis",-0.102254384805612,2.46345141262571
"Georgia State",-0.193099334703612,2.45390641458719
"Ball State",-0.223182521986004,2.5673120871537
"Florida Atlantic",-0.266728957747492,2.333747611699
"Washington",0.0476024295656669,2.61206761322558
"Kent State",-0.377331685423603,2.48692865105909
"Middle Tennessee",-0.323161436864955,2.06413368974133
"Georgia Tech",-0.131926242235676,2.24680555555556
"Wyoming",-0.251118116200305,2.60912698412698
"UTEP",-0.45757926057275,2.17669220945083
"Troy",-0.346069242778994,2.49275631981188
"Tulsa",-0.160465762940909,2.22787356321839
"California",-0.128576524786492,2.39904025764895
"Indiana",-0.16684181134039,2.32311024532682
"Stanford",-0.174310361425124,2.47076927899756
"Old Dominion",-0.519768112485062,2.6685817805383
"Northwestern",-0.230050000803349,2.27822329575953
"South Alabama",-0.46881702037377,2.60136511143178
"Colorado State",-0.281008267280868,2.35277833163917
"Buffalo",-0.470437182179668,2.61611597905019
"Louisiana Tech",-0.452126983364183,2.38144017094017
"San Jose State",-0.429289998539164,2.03031818181818
"Navy",-0.374513672995085,2.61731481481481
"North Texas",-0.592807425810893,2.48143072842664
"Colorado",-0.329701237271257,2.90160751748252
"Charlotte",-0.634456042228507,2.79430983750549
"Hawai'i",-0.500604029980185,2.20895061728395
"South Florida",-0.464452239132413,2.49256188025162
"Tulane",-0.4556504914868,2.45634920634921
"Duke",-0.566975800814063,2.2866275862069
"Louisiana Monroe",-0.745210112968714,2.44357653457653
"Ohio",-0.617492236337245,2.51688693624177
"Georgia Southern",-0.667842046476379,2.30769230769231
"Bowling Green",-0.837037191742874,2.30712835889747
"UNLV",-0.588112339793402,2.6795
"Kansas",-0.694075721849018,2.67499961185554
"Rice",-0.792837495192747,2.36584449568145
"Temple",-0.886337172306193,2.43072259383129
"Texas State",-0.808555598236505,2.55303436412413
"New Mexico",-0.803690088947082,2.38735146689926
"Arkansas State",-0.798340543387634,2.11343745143745
"Arizona",-0.570000246435681,2.44173783643892
"Akron",-1.0235272794816,2.62737591197259
"Vanderbilt",-0.809488657980778,2.54150702426565
"New Mexico State",-1.11833967356684,2.42905679003466
"Florida International",-1.1614537957858,2.48039411206078
"Southern Mississippi",-1.04618887162401,2.2655711391616
"Connecticut",-1.25487102021128,2.32997966269841
"UMass",-1.37744814567568,2.5672553507569
