"team","pp","pace"
"Old Dominion",-0.8191912248673,2.26310604385724
"New Mexico State",-1.14407738121102,2.26310604385724
"Connecticut",-1.2756051049066,2.26310604385724
"Georgia",1.08460338868565,2.52966710612185
"Alabama",1.16175868056487,2.57306018518519
"Iowa",0.76243584735286,2.2269232492418
"Texas A&M",0.731940315568706,2.38711126362981
"Oklahoma",0.868720919071706,2.7004942324756
"Cincinnati",0.687348980944559,2.26151041066005
"Penn State",0.712739579428868,2.3283737875612
"Oregon",0.624698540301693,2.446875
"Clemson",0.787607068797971,2.46646304340707
"Ohio State",0.863414564354755,2.3915211352657
"Coastal Carolina",0.28314789054012,2.53427128427128
"BYU",0.416747595106158,2.73912321152024
"Liberty",0.22527179143846,2.45270833333333
"Michigan",0.681649209602945,2.64864425505051
"Wisconsin",0.541890272068788,2.70835597826087
"North Carolina",0.554778950892983,2.11998955789581
"USC",0.465346168934492,2.29837637362637
"Iowa State",0.598340345009856,1.87465277777778
"Notre Dame",0.533693814183745,2.23340380846601
"Texas",0.599585012439703,2.20614954006294
"Ole Miss",0.617413214638092,2.40968644881688
"Maryland",0.229931062017817,2.18871770590521
"UT San Antonio",0.0433557769816507,2.21618999931546
"Oklahoma State",0.392057319287463,2.35054610703698
"Kansas State",0.341527648108854,2.44709259551096
"Minnesota",0.343893883426133,2.84090909090909
"Arkansas",0.392945452277209,2.33823784722222
"West Virginia",0.287885290897645,1.99966188197767
"TCU",0.400885149838038,1.94496897546898
"UCLA",0.337818435327235,2.34987801087801
"Fresno State",0.169211617170486,1.79766025641026
"Florida",0.689861065462887,2.41259645912338
"Rutgers",0.14915473335443,1.98255248794445
"Wake Forest",0.214720407936604,2.19572331603582
"Auburn",0.526497713292399,1.92626771336554
"Louisiana",0.214169037995256,2.78456367935237
"Appalachian State",0.26357398506673,2.38374125874126
"Army",0.169553568542555,1.91066666666667
"Boston College",0.171348905899535,2.68234392645398
"SMU",0.153027740743112,1.95140428438979
"Michigan State",0.367235609910963,2.39128361846671
"Baylor",0.278393507905725,2.65423686594203
"Nevada",0.0175901789134339,2.81838049418653
"Wyoming",0.0714395899093517,2.2829311038925
"San Diego State",0.10379704216067,2.13035714285714
"Arizona State",0.254983465306013,2.47218831303105
"San Jose State",-0.0469859298642443,1.27066073371073
"LSU",0.428267878922789,2.34831228956229
"Virginia Tech",0.302691489818169,2.40536381841454
"Nebraska",0.202270787065413,2.41639538782474
"Stanford",0.17354628025693,2.73771590434419
"Memphis",0.175444432988866,1.85489934289128
"UAB",0.0992508187070683,2.1931834800415
"Virginia",0.215883428431336,2.12400989057239
"Purdue",0.175082282651822,2.22254273504273
"Indiana",0.265831986764139,2.10389784946237
"NC State",0.241399437885007,2.16875801048048
"UCF",0.273310228613916,2.57266960470086
"Texas Tech",0.202325357096074,1.95974925727867
"Florida Atlantic",-0.0108823253000117,2.34263478232091
"Mississippi State",0.239123709005032,2.19846821346217
"Boise State",0.220728063625586,2.19430156872113
"Miami",0.260275919797304,2.31756240179574
"Western Michigan",-0.049509954119108,2.25550675577615
"Houston",0.0318443304751304,2.23018224965939
"Oregon State",0.00625309701355554,2.31593527999778
"Pittsburgh",0.184231009852697,1.99649069845836
"Troy",-0.0189422937632461,2.78171044667138
"Marshall",0.0503239164845849,1.67166297634002
"Louisville",0.10360786691412,2.33260321381517
"Utah",0.259385544267257,2.29552002948742
"Kentucky",0.201935536079412,2.39263654861992
"Buffalo",-0.0486023284974203,2.50678500173749
"Washington",0.276583466521046,2.3055101579455
"Missouri",0.142842184868707,2.63830623913124
"Miami (OH)",-0.220894903451699,2.77937184343434
"Tulane",0.0265803398490389,1.88568636408292
"Colorado",-0.0675705589579657,2.31985887096774
"Ball State",-0.258243064275222,2.45297463768116
"Kent State",-0.197411852133771,2.5582481452726
"South Carolina",0.0103530690584851,2.72146511787578
"Air Force",-0.101056796939807,2.08610011312217
"Eastern Michigan",-0.309814671763704,2.28660680882903
"Toledo",-0.140943206432287,2.17363782051282
"Utah State",-0.214034744797145,2.55089962121212
"Central Michigan",-0.246233452613631,1.8842082782187
"California",-0.0942539547387753,2.41875362318841
"Syracuse",-0.127588359381691,2.17809485675858
"East Carolina",-0.217659407901544,2.23968900966184
"South Alabama",-0.384067131593212,2.22169906365194
"Tennessee",0.0784059823716902,2.207437268208
"Georgia State",-0.345215827432152,2.39490490992255
"Georgia Tech",-0.114190946439561,1.80867590926889
"Illinois",-0.23245014049341,2.29251424501425
"Washington State",-0.228198464952745,2.38611317791005
"Northwestern",-0.0398271711483987,2.21282608695652
"Louisiana Tech",-0.300690075395561,2.260251059383
"Charlotte",-0.486439860112057,2.26761775362319
"New Mexico",-0.559010129158793,2.04401187106544
"Tulsa",-0.0685836796730387,1.69379324379324
"Duke",-0.245817204871022,2.50870524340496
"Hawai'i",-0.42196183229315,2.178125
"Middle Tennessee",-0.395041149562972,2.05919192859112
"Northern Illinois",-0.472824202763941,2.50449627063758
"Georgia Southern",-0.472462166887875,2.26865562225995
"UTEP",-0.701010932710939,1.96878948152187
"Western Kentucky",-0.232897456688384,2.47213141012497
"Arkansas State",-0.441042728149968,1.95566904761905
"Florida State",-0.21619884223198,2.32446153846154
"North Texas",-0.617305733368812,1.7320295577288
"Colorado State",-0.442712127105251,2.00480489295376
"Southern Mississippi",-0.539161487922907,1.87166768062549
"Texas State",-0.585423690590444,2.63169023668118
"Florida International",-0.658753465595958,2.57770805583306
"South Florida",-0.542871580139157,2.09856138250319
"Rice",-0.719033912622652,2.43737001223414
"Temple",-0.656726182051318,1.31105379714835
"Kansas",-0.67416406734599,2.36260111416361
"Ohio",-0.641755321866846,2.28807608695652
"Navy",-0.628847443537688,2.00017718448576
"Akron",-1.02917588429085,2.50246310445291
"Arizona",-0.582898499759517,1.83495988643558
"Vanderbilt",-0.612928387662879,2.37197516627689
"Bowling Green",-0.971830927916063,1.94260610079576
"Louisiana Monroe",-0.923108781735006,2.30808902208902
"UNLV",-0.884869523369131,1.17944444444444
"UMass",-1.10516874438226,2.24908894984326
