"team","pp","pace"
"Old Dominion",-0.815801346327383,2.23318934026101
"Connecticut",-1.20581932006593,2.23318934026101
"New Mexico State",-1.17200445606662,2.23318934026101
"Alabama",1.18334805165371,2.43074691358025
"Georgia",1.02099067662185,2.57288947482913
"Iowa",0.743775508683187,2.17145322121129
"Oklahoma",0.871011899780987,2.31907065754581
"Texas A&M",0.70415826013841,2.41358424894231
"Cincinnati",0.621364942552011,2.39753112225938
"Penn State",0.66277344168422,2.20015055732798
"Oregon",0.593543899711818,2.446875
"Clemson",0.846470119649412,2.13344497741633
"Ohio State",0.878859345502259,2.44502818035427
"Coastal Carolina",0.258801502192312,2.53427128427128
"Wisconsin",0.530770428847033,2.67040056360709
"UCLA",0.39675578463489,2.33317068117068
"BYU",0.373595811002377,2.78259906463568
"Liberty",0.14994854209516,2.69083333333333
"Nevada",0.0872517952747478,2.76200732558204
"TCU",0.397784267293572,1.94496897546898
"North Carolina",0.453992023278584,2.11998955789581
"USC",0.345176267461245,2.27042857142857
"Notre Dame",0.502478792826818,2.26358603033563
"Iowa State",0.523847724428622,1.87465277777778
"Florida",0.642644439148039,2.44068749938756
"Oklahoma State",0.342377349980299,2.3079040686419
"Miami",0.368743795984017,2.07024960718294
"Louisiana",0.13611802192589,2.75539713565314
"Appalachian State",0.2675190313281,2.42191142191142
"Arizona State",0.287420551543323,2.3871601749505
"UT San Antonio",-0.0378070339806037,2.18697128113856
"Indiana",0.340077551608871,2.10389784946237
"Army",0.132061859102699,1.91066666666667
"Texas",0.458869183365361,2.20614954006294
"UCF",0.358824746861134,2.53300391737892
"Minnesota",0.205555232787145,2.83549783549784
"Boise State",0.259340875061559,2.13196253118862
"Michigan",0.502800035171437,2.62496001683502
"Rutgers",0.104440569802596,1.984144058
"Ole Miss",0.44474340105329,2.59603214820606
"San Jose State",-0.0610745787975681,2.11749141969142
"Kansas State",0.22687279847275,2.17373457179239
"Mississippi State",0.246656033944317,2.0010938186664
"Maryland",0.165720276166876,2.17754953379953
"Nebraska",0.168231742525191,2.39084199858113
