"team","pp","pace"
"Coastal Carolina",0.362460212991258,2.46646579851464
"Tulsa",-0.274141731750531,2.46646579851464
"Georgia",1.33103200275384,2.62078529657477
"Cincinnati",0.880314912848998,2.43207941483804
"Ohio State",1.08546985118469,2.48611904761905
"Michigan",0.883957518171769,2.47437978687979
"Alabama",1.14185811198869,2.52692307692308
"Oklahoma",0.839057614911798,2.64926400759734
"Michigan State",0.734473868614792,2.50895509035606
"Wake Forest",0.66100617099584,2.41670621191236
"Notre Dame",0.737926312256447,2.35266504329004
"Baylor",0.637456882660774,2.62405839160839
"Oklahoma State",0.680521691964373,2.35034722222222
"UT San Antonio",0.361980640610789,2.03767016317016
"Iowa",0.608187352205534,2.25442110551486
"Auburn",0.646560227874719,2.52717391304348
"Wisconsin",0.621273227238054,2.65988683127572
"Texas A&M",0.601639840618711,2.41072771672772
"Ole Miss",0.60259451617988,2.57524975024975
"Oregon",0.551912802842229,2.9621578099839
"Pittsburgh",0.538834750155151,2.31849901056798
"Minnesota",0.465604629004081,3.08134920634921
"Penn State",0.591100921667444,2.50434782608696
"NC State",0.456885999039205,2.3901031684365
"Houston",0.330105757078738,2.27800332383666
"BYU",0.428488274667888,2.85559947299078
"Purdue",0.400012801818334,2.53195169082126
"Clemson",0.488470449967275,2.28930897646415
"Iowa State",0.612550188927075,2.84969135802469
"San Diego State",0.229188768235871,2.3445
"Air Force",0.251810974698339,2.26965423465423
"Kentucky",0.42455485553715,2.65342145776928
"Appalachian State",0.30943490273391,2.41613247863248
"Texas",0.543644063365592,2.14798850574713
"Arkansas",0.408418233697211,2.52925925925926
"Fresno State",0.265553767515988,2.01648458243696
"SMU",0.288009279333666,2.48588408119658
"Liberty",0.206857082788913,2.28296296296296
"Louisiana",0.261118684519205,2.74247822763491
"Boise State",0.33543109170689,2.47442002442002
"Utah",0.463990500035812,2.60914051226551
"Florida",0.520337638221879,2.42178077627853
"Virginia",0.331123326393098,2.20984674914273
"Kansas State",0.377396964837628,2.74542307692308
"Miami",0.341077419208618,2.4
"Nevada",0.214053065574045,2.44983243546577
"Mississippi State",0.352239204363148,2.49090441582728
"West Virginia",0.298031718350307,2.84656084656085
"UCF",0.181986760779525,2.32761813537676
"Arizona State",0.273610701244248,2.65108625941959
"Nebraska",0.311948901090191,2.5272095959596
"Oregon State",0.209382903074887,2.47807562807563
"Maryland",0.060356673559137,2.52916362114875
"Tennessee",0.286004281114091,2.34898741105638
"North Carolina",0.289089576676756,2.47866512345679
"Louisville",0.201402596410106,2.28098688750863
"Army",0.105697689271609,2.48541666666667
"LSU",0.285248556368376,2.49089947089947
"Syracuse",0.11329636323774,2.33716931216931
"Utah State",-0.0183471308275583,2.51399624261943
"UCLA",0.2431790480705,2.50797101449275
"Rutgers",0.0665024109987934,2.28888888888889
"Western Michigan",-0.028223093960855,2.39886276367311
"Marshall",-0.000403163345680554,2.02950382602264
"Toledo",-0.0177458589364903,2.03213451867816
"Washington State",0.124743509752307,2.68480280868264
"UAB",-0.0561236014686943,2.48774742595032
"Northern Illinois",-0.176293145296691,2.40129499124064
"Florida Atlantic",-0.0744227680318733,2.36506503527337
"Virginia Tech",0.123444910111083,2.526260342556
"USC",0.133115768426687,2.45503846153846
"Texas Tech",0.0378399363314727,3.10703947368421
"Eastern Michigan",-0.135233461280663,2.49538523825209
"Boston College",-0.0976985555930609,2.58297391908503
"Miami (OH)",-0.167597358126763,2.78021284271284
"TCU",0.11431044123983,2.6766620657925
"Florida State",0.0721085329164189,2.38133333333333
"East Carolina",-0.112270910461939,2.26963548528766
"Western Kentucky",-0.0453166452900794,2.4864576564869
"Washington",0.107125529075019,2.64693441511495
"UTEP",-0.370198805174975,2.16748261671633
"South Carolina",-0.136236584631827,2.53426068376068
"Ball State",-0.169065607895201,2.6146418794571
"Stanford",0.00677871602377752,2.36375895739077
"Illinois",-0.0885212571042041,3.18528816384854
"Georgia Tech",-0.0705713786574799,2.49861111111111
"Indiana",-0.0307732099054568,2.33301379000109
"California",-0.00476956869242124,2.48744927536232
"Memphis",-0.166342466480511,2.3541354522719
"Kent State",-0.335781158428248,2.48692865105909
"Missouri",-0.198625698022417,2.67075883170328
"Georgia State",-0.286614435649359,2.45390641458719
"Middle Tennessee",-0.306774593956412,2.10393959435626
"Troy",-0.332783102032466,2.51144091710758
"Colorado State",-0.148236301111476,2.22744125159642
"Wyoming",-0.297804068628452,2.38333333333333
"South Alabama",-0.388246485136922,2.5742442680776
"San Jose State",-0.337356164570708,2.04746127946128
"Central Michigan",-0.356082991969956,2.29646726481404
"Buffalo",-0.385629934371795,2.65156858492385
"Northwestern",-0.22426664925763,2.29530998389694
"Hawai'i",-0.404423108180038,2.20895061728395
"Louisiana Monroe",-0.610152884789445,2.44357653457653
"Tulane",-0.446119098917162,2.45634920634921
"Navy",-0.370362124476891,2.61731481481481
"Charlotte",-0.611954982364379,2.58128934270239
"Louisiana Tech",-0.502514276131374,2.38144017094017
"Duke",-0.509030448581364,2.36786781609195
"Colorado",-0.385319680669619,2.60018939393939
"Bowling Green",-0.740578356106184,2.31467967939107
"South Florida",-0.505025269250166,2.59002141496097
"Old Dominion",-0.697866375986374,2.6685817805383
"Rice",-0.735290475960637,2.49834821646416
"New Mexico",-0.678989912840434,2.37511566667711
"Temple",-0.806164935224927,2.49944927536232
"North Texas",-0.749248576937531,2.4534188453159
"Georgia Southern",-0.698695722558079,2.30769230769231
"Texas State",-0.796854065540712,2.63440296168932
"Kansas",-0.831560896408667,2.69353955684838
"Akron",-1.05197044715882,2.54641224817855
"Arkansas State",-0.823166203701189,1.98451696451696
"Ohio",-0.817190193701676,2.38621377129442
"Vanderbilt",-0.807755674469802,2.1455938697318
"New Mexico State",-1.07773884314502,2.36661697180281
"UNLV",-0.785046891738291,2.6795
"Florida International",-1.02288663138213,2.55080128205128
"Arizona",-0.757252262227108,2.44173783643892
"Southern Mississippi",-0.98783534060427,2.2583567087424
"UMass",-1.23096878294697,2.52564558629776
"Connecticut",-1.25989293645847,2.32997966269841
