"team","pp","pace"
"Coastal Carolina",0.453103906036567,2.45461294312977
"Georgia Tech",0.0266839802448254,2.45461294312977
"Tulsa",-0.199567458773459,2.45461294312977
"Georgia",1.3085659869251,2.65098162071846
"Cincinnati",0.90666385554149,2.28448275862069
"Michigan",0.876912649012121,2.47437978687979
"Iowa",0.750258581879975,2.28554342185592
"Oklahoma",0.870802367618508,2.64926400759734
"Alabama",1.07978630847301,2.52692307692308
"Penn State",0.760021421267136,2.50434782608696
"Ohio State",0.937996611296108,2.34366666666667
"Michigan State",0.597340026513252,2.56889425657542
"Oklahoma State",0.662496335541721,2.35034722222222
"Notre Dame",0.633964386152303,2.12678571428571
"Baylor",0.553857327083231,2.68190632284382
"Wake Forest",0.480971886330049,2.39596232790198
"UT San Antonio",0.255835898418037,2.03767016317016
"Auburn",0.599513986348988,2.5
"Clemson",0.594056279819036,2.35851122058019
"Kentucky",0.541209582694103,2.58410574932314
"Pittsburgh",0.590010112230238,2.17845073189901
"NC State",0.468309075010792,2.41406083628306
"Ole Miss",0.596778041105089,2.53724400599401
"Texas A&M",0.538023104148839,2.41072771672772
"Purdue",0.386935219107298,2.60326086956522
"Air Force",0.295235918382961,2.02953897953898
"Texas",0.597489418422114,2.14798850574713
"Iowa State",0.647088683519059,3.02453703703704
"SMU",0.319262778645542,2.48588408119658
"San Diego State",0.204723477106269,2.3445
"Oregon",0.45013579470546,2.80434782608696
"Arizona State",0.423131805514231,2.804329004329
"Arkansas",0.416847427658569,2.52925925925926
"Florida",0.58804850800672,2.42178077627853
"Houston",0.233844380289085,2.20400443178221
"Utah",0.444555035291015,2.32395833333333
"Louisiana",0.230308234217226,2.69114053982856
"Virginia",0.323725625911596,2.238022995523
"BYU",0.309096241218585,2.85559947299078
"Wisconsin",0.393705740497649,2.87902777777778
"Minnesota",0.295148795079899,2.85714285714286
"UCLA",0.335574935417328,2.45760869565217
"Liberty",0.205177532961412,2.28296296296296
"Nevada",0.15618575474043,2.44709259259259
"Boise State",0.270390389946546,2.47442002442002
"Western Michigan",0.135512358640912,2.39886276367311
"Fresno State",0.163427606346756,1.98692748609415
"UAB",0.107935421960039,2.48774742595032
"Tennessee",0.336480341809426,2.45205254515599
"LSU",0.353062557404485,2.49089947089947
"Nebraska",0.34575792063418,2.5272095959596
"Oregon State",0.205445055670529,2.472668997669
"Boston College",0.101930167591186,2.78804112554113
"Appalachian State",0.165205636353851,2.56318681318681
"Army",0.115110327152396,2.48541666666667
"Maryland",0.0594455399660835,2.37198084222541
"Kansas State",0.286175307241904,2.74542307692308
"North Carolina",0.270841477536738,2.47866512345679
"TCU",0.300452244018094,2.60507246376812
"USC",0.199702542735281,2.41879807692308
"Texas Tech",0.103249097520865,3.16208333333333
