"team","pp","pace"
"Coastal Carolina",0.393878602213905,2.46817164830858
"Tulsa",-0.196431278049712,2.46817164830858
"Georgia",1.28767002418101,2.65098162071846
"Michigan",0.924904319857193,2.47437978687979
"Cincinnati",0.847527997056569,2.43207941483804
"Alabama",1.12659448052496,2.52692307692308
"Ohio State",1.04436382978488,2.5148253968254
"Iowa",0.714401699254964,2.28554342185592
"Oklahoma",0.785787862596305,2.64926400759734
"Michigan State",0.598137746160742,2.56889425657542
"Notre Dame",0.680190914631556,2.29914965986395
"Wake Forest",0.592203559757058,2.43850899275637
"UT San Antonio",0.353773284769115,2.03767016317016
"Pittsburgh",0.624791654663559,2.34812376320997
"Baylor",0.570003701061815,2.68190632284382
"Ole Miss",0.667285793664101,2.57524975024975
"Oklahoma State",0.623672819929358,2.35034722222222
"Texas A&M",0.59163729320335,2.41072771672772
"San Diego State",0.325047867808501,2.3445
"Penn State",0.595752799137713,2.50434782608696
"Iowa State",0.702269321230534,2.84969135802469
"Auburn",0.570227490855616,2.5
"Kentucky",0.535439363641941,2.58410574932314
"SMU",0.356202954985835,2.48588408119658
"Oregon",0.513820693510986,2.80434782608696
"Wisconsin",0.506738433030947,2.65988683127572
"Texas",0.576838995948474,2.14798850574713
"Virginia",0.400586367182374,2.238022995523
"Houston",0.263548980576598,2.20400443178221
"Arkansas",0.419837000163254,2.52925925925926
"NC State",0.383476480761304,2.36610118276785
"Clemson",0.485363314609582,2.35851122058019
"Minnesota",0.360618330862942,2.85714285714286
"Air Force",0.247764492191721,2.26965423465423
"Purdue",0.334737006993723,2.60326086956522
"BYU",0.33162128937055,2.85559947299078
"Florida",0.577009333831305,2.42178077627853
"Arizona State",0.395455171274405,2.804329004329
"Liberty",0.171317754227788,2.28296296296296
"Appalachian State",0.238488104637656,2.56318681318681
"Oregon State",0.281605274794641,2.472668997669
"Fresno State",0.185353909647917,1.98692748609415
"Louisiana",0.191360459977251,2.69114053982856
"Boise State",0.273815865883617,2.47442002442002
"Utah",0.391770998087672,2.5500744047619
"Nebraska",0.361841476877702,2.5272095959596
"Nevada",0.140646025687638,2.38331327160494
"UCLA",0.309320864176744,2.50797101449275
"Kansas State",0.310678511907352,2.74542307692308
"Louisville",0.259438760917024,2.28098688750863
"North Carolina",0.298592830659635,2.47866512345679
"Tennessee",0.301488503271003,2.34898741105638
"Miami",0.225632993138679,2.4
"LSU",0.301627325889153,2.49089947089947
"Mississippi State",0.248376662738435,2.49090441582728
"West Virginia",0.181202178294393,3.0781746031746
"Western Michigan",0.0347887744497721,2.39886276367311
"Maryland",0.0234481954131226,2.52916362114875
"Army",0.0905016312924283,2.48541666666667
"Toledo",0.0105621019317213,2.08503352490421
"UCF",0.0696965242067662,2.32761813537676
"Northern Illinois",-0.156238630594069,2.49458379784467
"Boston College",-0.0182433851819335,2.58297391908503
"UAB",-0.0400166498427294,2.48774742595032
"Texas Tech",0.0779016522631557,3.15133040935673
"Florida Atlantic",-0.0528475773315896,2.4311328813933
"USC",0.160495779595647,2.41879807692308
"Utah State",-0.105546132950746,2.51399624261943
"Syracuse",0.0331361680783803,2.30724206349206
"Rutgers",-0.00212571059538693,2.18888888888889
"TCU",0.17288775502216,2.60507246376812
"Florida State",0.0810513336623141,2.38133333333333
"Eastern Michigan",-0.150256148803476,2.49538523825209
"Stanford",0.0750380710367752,2.29486284472778
"Marshall",-0.110067635382008,2.02950382602264
"UTEP",-0.36508765089372,2.16748261671633
"Miami (OH)",-0.163908071784218,2.78021284271284
"Illinois",-0.0353439953241179,3.18528816384854
"Georgia Tech",0.0205636857509891,2.49861111111111
"Virginia Tech",0.0389527483598213,2.51018050065876
"Washington State",-0.0150021683409957,2.68480280868264
"Ball State",-0.135575039859964,2.6146418794571
"South Carolina",-0.126372701754416,2.53426068376068
"Indiana",-0.00812147294831389,2.46963562753036
"Washington",0.0341296904629455,2.64693441511495
"East Carolina",-0.198573119732732,2.26963548528766
"Wyoming",-0.229006783985562,2.38333333333333
"Buffalo",-0.243211390618173,2.65156858492385
"Western Kentucky",-0.142656032628014,2.4864576564869
"Kent State",-0.314016495145952,2.48692865105909
"Troy",-0.330734154840089,2.58374559082892
"Colorado State",-0.124336295033868,2.16468350893997
"Memphis",-0.168313422673354,2.3541354522719
"Missouri",-0.195280179341745,2.7263772647106
"Georgia State",-0.303887986087502,2.45390641458719
"Northwestern",-0.134092454752548,2.29530998389694
"Central Michigan",-0.361756425824445,2.23788227901131
"Hawai'i",-0.351000031424994,2.22222222222222
"Middle Tennessee",-0.366231548097848,2.0998649691358
"San Jose State",-0.360964209025785,1.87752525252525
"South Alabama",-0.42670656420047,2.80188124632569
"Charlotte",-0.509974726089071,2.5697601010101
"California",-0.155116872420281,2.48744927536232
"Louisiana Monroe",-0.580758902181097,2.44357653457653
"Louisiana Tech",-0.438835686650537,2.38144017094017
"Duke",-0.413070686912222,2.36786781609195
"Tulane",-0.456520596901296,2.22222222222222
"Rice",-0.63338967427836,2.49834821646416
"South Florida",-0.440542306773856,2.55570858688303
"Colorado",-0.38698661715633,2.60018939393939
"Temple",-0.683387655299402,2.53793236714976
"Navy",-0.471958979215646,2.56347222222222
"New Mexico",-0.645225379580435,2.37511566667711
"Georgia Southern",-0.641194221863364,2.30769230769231
"Texas State",-0.716119571038688,2.61916234190597
"Old Dominion",-0.775963431946595,2.81904761904762
"Bowling Green",-0.847675781133247,2.41191007060572
"North Texas",-0.82346067509596,2.17060784313726
"Kansas",-0.755085384814977,2.7900013691374
"Arkansas State",-0.752448560896607,1.98451696451696
"Florida International",-0.948788993578688,2.56773504273504
"Akron",-1.03011483389185,2.52614924326881
"Vanderbilt",-0.76746906361444,2.1455938697318
"Ohio",-0.785732310386653,2.47635975135975
"UNLV",-0.745634482505855,2.6795
"New Mexico State",-1.05998532885591,2.36661697180281
"Southern Mississippi",-0.900158555525498,2.2583567087424
"UMass",-1.16842622588197,2.6445569828722
"Arizona",-0.805156680854803,2.44173783643892
"Connecticut",-1.24925753032937,2.32997966269841
