"team","howell"
"Alabama",2.63093389325879
"Georgia",2.33421415439142
"Ohio State",2.14258265637291
"Oklahoma",1.89531620731677
"Notre Dame",1.88913454609037
"Florida",1.80259128892072
"Texas A&M",1.71604803175107
"Clemson",1.66041308071344
"Cincinnati",1.61095979090221
"Appalachian State",1.45023659901572
"Texas",1.44405493778932
"Iowa",1.35133001939326
"Auburn",1.32660337448765
"BYU",1.22769679486519
"UCF",1.19060682750677
"Oklahoma State",1.15351686014835
"Iowa State",1.14733519892195
"Penn State",1.04224695807309
"Memphis",0.998975329488263
"Marshall",0.955703700903438
"Army",0.893887088639403
"LSU",0.893887088639403
"TCU",0.825888815148965
"Louisiana",0.825888815148965
"Coastal Carolina",0.770253864111333
"Virginia Tech",0.739345557979315
"SMU",0.726982235526508
"Miami",0.67752894571528
"UAB",0.665165623262473
"Kentucky",0.658983962036069
"Pittsburgh",0.628075655904052
"NC State",0.603349010998438
"Ole Miss",0.603349010998438
"Missouri",0.603349010998438
"Boise State",0.590985688545631
"Mississippi State",0.584804027319227
"Kansas State",0.584804027319227
"Virginia",0.566259043640016
"Oregon",0.547714059960806
"Liberty",0.541532398734402
"USC",0.529169076281595
"Georgia Southern",0.516805753828788
"Buffalo",0.510624092602385
"Boston College",0.492079108923174
"San Diego State",0.454989141564753
"Wake Forest",0.430262496659139
"Nevada",0.399354190527121
"Michigan",0.386990868074314
"Wisconsin",0.374627545621507
"Baylor",0.349900900715893
"Tennessee",0.34371923948949
"UCLA",0.34371923948949
"Tulane",0.331355917036683
"North Carolina",0.300447610904666
"Troy",0.288084288451859
"Air Force",0.281902627225455
"Ball State",0.207722692508613
"Utah",0.207722692508613
"Indiana",0.189177708829402
"Texas Tech",0.182996047602999
"Northwestern",0.176814386376595
"Michigan State",0.158269402697385
"South Carolina",0.121179435338963
"West Virginia",0.121179435338963
"Louisville",0.11499777411256
"Arkansas State",0.0964527904333494
"Florida Atlantic",0.00990953326370006
"Arkansas",-0.0209987728683176
"Minnesota",-0.0271804340947211
"San Jose State",-0.0580887402267387
"Western Kentucky",-0.0642704014531422
"Toledo",-0.0642704014531422
"Louisiana Tech",-0.0704520626795457
"UT San Antonio",-0.0889970463587563
"Florida State",-0.138450336169985
"Tulsa",-0.169358642302002
"Syracuse",-0.20026694843402
"Colorado",-0.206448609660423
"Arizona State",-0.249720238245248
"Hawai'i",-0.292991866830072
"Wyoming",-0.311536850509283
"Fresno State",-0.317718511735686
"Nebraska",-0.348626817867704
"Middle Tennessee",-0.373353462773318
"Purdue",-0.373353462773318
"Georgia State",-0.379535123999722
"North Texas",-0.410443430131739
"Houston",-0.416625091358143
"Maryland",-0.441351736263757
"Navy",-0.453715058716564
"South Alabama",-0.496986687301389
"Washington",-0.53407665465981
"Utah State",-0.546439977112617
"Stanford",-0.583529944471038
"Western Michigan",-0.589711605697441
"Eastern Michigan",-0.602074928150248
"Charlotte",-0.65770987918788
"Duke",-0.725708152678319
"Rutgers",-0.725708152678319
"Illinois",-0.731889813904722
"Miami (OH)",-0.756616458810336
"UTEP",-0.78134310371595
"Georgia Tech",-0.806069748621564
"East Carolina",-0.812251409847968
"Northern Illinois",-0.818433071074371
"Florida International",-0.855523038432793
"Central Michigan",-0.88643134456481
"Southern Mississippi",-0.892613005791214
"Washington State",-0.960611279281652
"Temple",-0.997701246640074
"New Mexico",-1.01006456909288
"California",-1.0471545364513
"Ohio",-1.09660782626253
"Kansas",-1.12133447116814
"South Florida",-1.13987945484735
"Kent State",-1.17078776097937
"Rice",-1.18933274465858
"Texas State",-1.23260437324341
"Oregon State",-1.33769261409227
"Vanderbilt",-1.3933275651299
"Louisiana Monroe",-1.43659919371472
"Arizona",-1.45514417739393
"Colorado State",-1.61586736928043
"Old Dominion",-1.72713727135569
"UNLV",-1.83222551220455
"New Mexico State",-1.96822205918543
"Connecticut",-2.07331030003429
"Akron",-2.08567362248709
"UMass",-2.14130857352472
"Bowling Green",-2.17221687965674
